question,answer,url,language,source,section,wrong_answer
¿Qué debería hacer si un familiar muere a causa del COVID-19 en el extranjero?,"Cuando un ciudadano estadounidense muere fuera de los Estados Unidos, el familiar más cercano o el representante legal de la persona fallecida debería informar al respecto a los funcionarios consulares de los EE. UU. en el Departamento de Estado. El personal consular está disponible las 24 horas del día, los 7 días de la semana para brindar asistencia a los ciudadanos estadounidenses en caso de una emergencia en el extranjero. Si el miembro de la familia, pareja de hecho o representante legal se encuentra en un país diferente al de la persona fallecida, deberá llamar a la Oficina de Servicios para Ciudadanos en el Exterior del Departamento de Estado en Washington, DC, de lunes a viernes de 8 a. m. a 5 p. m., hora del este, al 888-407-4747 (número gratuito) o 202-501-4444. En caso de necesitar asistencia de emergencia fuera del horario laboral o  durante los fines de semana y feriados, comuníquese con el Departamento de Estado a través del 202-647-4000 y solicite hablar con el funcionario de guardia de Servicios para Ciudadanos en el Exterior. Además, la Embajada de los EE. UU.ícono de sitio externoícono de sitio externoícono de sitio externo en el país o cerca del país donde murió el ciudadano estadounidense puede brindarle asistencia.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"Cuarentena significa separar a una persona o grupo de personas que han estado expuestas a una enfermedad contagiosa, pero que no han presentado la enfermedad (síntomas), de otras personas que no han estado expuestas, con el objetivo de prevenir la posible propagación de esa enfermedad. La cuarentena generalmente se establece para el periodo de incubación de la enfermedad transmisible, el cual es el periodo en el que las personas han manifestado la enfermedad después de la exposición. En el caso del COVID-19, el período de cuarentena es de 14 días a partir de la fecha de exposición, ya que el período de incubación del virus es de entre 2 y 14 días. Se considera que la persona que cumple con la cuarentena por el COVID-19 no representa un riesgo de propagación del virus porque durante el periodo de incubación no presentó la enfermedad."
Un familiar murió a causa del COVID-19 mientras estaba en el extranjero. ¿Cuáles son los requisitos para trasladar el cuerpo a los Estados Unidos?,"Los CDC no exigen que se realice una autopsia antes de que los restos de una persona que falleció en el extranjero sean trasladados a los Estados Unidos. Según las circunstancias del fallecimiento, algunos países pueden exigir que se realice una autopsia. Entre otros, la familia puede pedir ayuda al consulado o la embajada local, al proveedor del seguro de viajes, al operador turístico,  a organizaciones de fe y humanitarias, y al empleador del difunto. Probablemente será necesario realizar la identificación oficial del cuerpo y presentar los documentos oficiales emitidos por la oficina consular.
Los requisitos de los CDC para la importación de restos humanos dependen de si el cuerpo ha sido embalsamado o cremado, o de si la persona murió a causa de una  enfermedad contagiosa que requiere cuarentena.
En este momento en los Estados Unidos, el COVID-19 es una enfermedad contagiosa que requiere cuarentena y los restos humanos deben cumplir con los estándares de importación incluidos en el Título 42 del Código de Regulaciones Federales, Parte 71.55, y el ingreso a los Estados Unidos se puede aprobar y autorizar solo si se cumplen con las siguientes condiciones:

Los restos son cremados; O
Los restos son debidamente embalsamados y colocados en un ataúd sellado herméticamente; O
Los restos humanos van acompañados de un permiso emitido por el director de los CDC. Durante el traslado, los restos humanos deben ir acompañados en todo momento del permiso de los CDC (si corresponde). 
Los permisos para la repatriación de los restos de una persona cuya causa de muerte, ya sea confirmada o presunta, es una enfermedad contagiosa que requería cuarentena pueden obtenerse a través de la División de Migración Global y Cuarentena de los CDC, llamando al Centro de Operaciones de Emergencia de los CDC al 770-488-7100 o enviando un mensaje electrónico a dgmqpolicyoffice@cdc.gov.



Consulte las  directrices de los CDC  para obtener más información.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"El proceso y los sitios donde se hacen las pruebas varían de un lugar a otro. Comuníquese con su departamento estatal, local, tribal o territorial para obtener más información, o consulte a un proveedor médico. Los departamentos de salud pública estatales y locales han recibido pruebas de parte de los CDC mientras diferentes proveedores médicos están obteniendo pruebas desarrolladas por fabricantes comerciales. Aunque se está incrementando el suministro de estas pruebas, aún puede ser difícil encontrar algún lugar para realizarse la prueba. Vea Pruebas para detectar el COVID-19  para obtener más información."
¿Qué están haciendo los CDC respecto del COVID-19?,"Los CDC están trabajando junto a otros socios federales en una respuesta conjunta que incluye a todo el gobierno. Esta es una situación emergente de rápida evolución y los CDC continuarán brindando información actualizada a medida que esté disponible. Los CDC trabajan las 24 horas del día, los 7 días de la semana para proteger la salud de las personas. En línea, puede consultar más información sobre la  respuesta de los CDC frente al COVID-19 .",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"A la luz de la nueva información acerca de la propagación del COVID-19, junto con la evidencia de transmisión extendida de COVID-19 en las comunidades del país, los CDC recomiendan que las personas usen una cubierta de tela para la cara para cubrir su nariz y boca en los entornos comunitarios. Es una medida de salud pública adicional que las personas deben adoptar para reducir la propagación del COVID-19, además de (y no en lugar de) las medidas de distanciamiento social, el lavado de manos frecuente y otras medidas preventivas cotidianas. El objetivo de una cubierta de tela para la cara no es proteger a quien la usa, sino que puede prevenir la transmisión del virus por parte de quien la usa a otras personas. Esto sería particularmente importante en caso de que una persona esté infectada pero no tenga síntomas. Las personas deben usar una cubierta de tela para la cara cada vez que van a un lugar público (como tiendas de comestibles, por ejemplo). Las mascarillas médicas y las mascarillas de respiración N-95 están reservadas para los trabajadores de la salud y otro personal de respuesta a emergencias, según las recomendaciones de las guías actuales de los CDC."
¿Puedo contraer el COVID-19 de mis mascotas u otros animales?,"En este momento, no hay evidencia que demuestre que los animales de compañía, incluidas las mascotas, puedan propagar el COVID-19 a las personas o que puedan ser una fuente de infección en los Estados Unidos. A la fecha, los CDC no han recibido ningún informe sobre mascotas que se enfermaron de COVID-19 en los Estados Unidos.
Las mascotas tienen otros tipos de coronavirus que pueden enfermarlos, como los coronavirus caninos y felinos. Estos otros coronavirus no pueden infectar a las personas y no están relacionados con el brote actual de COVID-19.
No obstante, dado que estos animales pueden contagiar otras enfermedades a las personas, siempre resulta recomendable practicar hábitos saludables con las mascotas y otros animales, como lavarse las manos y mantener un buen nivel de higiene. Para obtener más información sobre la cantidad de beneficios de la tenencia de mascotas y cómo mantenerse sanos y salvos entre los animales, incluidas las mascotas, el ganado y la fauna silvestre, visite el sitio web de los CDC  Mascotas sanas, personas sanas.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"


Los CDC recomiendan lavarse las manos con agua y jabón por al menos 20 segundos, o usar un desinfectante de manos a base de alcohol con al menos un 60 % de alcohol si no dispone de agua y jabón. Estas acciones son parte de las medidas preventivas diarias que las personas pueden tomar para desacelerar la propagación de enfermedades respiratorias como el COVID-19.

Al lavarse las manos, puede usar jabón común o jabón antibacteriano. El jabón común es tan efectivo como el jabón antibacteriano para eliminar los gérmenes.
Si no dispone de agua y jabón, puede usar un desinfectante para manos a base de alcohol aprobado por la FDA que contenga al menos un 60 % de alcohol. Para saber si el desinfectante contiene al menos un 60 % de alcohol, lea la etiqueta del producto.

Los CDC no recomiendan la fabricación y el uso de desinfectante de manos hecho en casa debido a que es necesario saber usar correctamente los ingredientesícono de sitio externoícono de sitio externo y trabajar en un entorno estéril para elaborar el producto. Las industrias locales que deseen producir desinfectante de manos para contrarrestar la escasez comercial pueden consultar las directrices de la Organización Mundial de la Saludícono de pdfícono de sitio externoícono de pdfícono de sitio externo. Las organizaciones deben volver a utilizar productos producidos comercialmente y aprobados por la FDA cuando tales suministros vuelvan a estar disponibles.

Para ser eficaces y matar ciertos tipos de gérmenes, los desinfectantes de manos deben tener una concentración de al menos un 60 % de alcohol y usarse cuando las manos no estén visiblemente sucias ni engrasadas.
No confíe en las recetas ""caseras"" o ""hágalo usted mismo"" que se basan meramente en el uso de aceites esenciales o están formuladas sin los compuestos correctos.
No use desinfectante de manos para desinfectar superficies y objetos de contacto frecuente. Consulte la información de los CDC sobre cómo limpiar y desinfectar su hogar.

Consulte las preguntas frecuentes sobre la higiene de manos para el personal de atención médica que debe responder ante casos de COVID-2019.


"
¿Necesito realizarle una prueba de detección del COVID-19 a mi mascota?,No. Por el momento no se recomiendan las pruebas de detección de COVID-19 en animales.,https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"Diseñe planes para afrontar posibles cambios en su lugar de trabajo. Hable con su empleador acerca de su plan de operaciones de emergencia, incluidas las políticas de licencias por enfermedad y las opciones de teletrabajo. Sepa cómo las empresas y los empleadores pueden planificar y responder ante el COVID-19."
¿Pueden los animales ser portadores del virus que causa el COVID-19 por medio de su piel o pelaje?,"Por el momento, no existe ninguna evidencia de que el virus que causa el COVID-19 pueda transmitirse a las personas a través de la piel o el pelaje de las mascotas.
Hable con su veterinario para conocer la mejor manera de cuidar de su mascota.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"El virus que causa el COVID-19 se está propagando de persona a persona. Se cree que las personas son más contagiosas cuando tienen síntomas (cuando están más enfermas). Es por eso que los CDC recomiendan que estos pacientes sean aislados en un hospital o en su hogar (dependiendo de la gravedad) hasta que estén mejor y ya no representen un riesgo de infección para los demás. En el último tiempo también se ha detectado el virus en personas asintomáticas.
El tiempo durante el que una persona está activamente enferma puede variar, así que la decisión de cuándo permitirle a una persona salir del aislamiento se toma a través de una estrategia basada en pruebas o de una estrategia no basada en pruebas (es decir, el tiempo transcurrido desde que comenzó la enfermedad y el tiempo transcurrido desde la recuperación) tras consultar con los funcionarios de salud pública estatales y locales. La decisión implica analizar los datos específicos de cada situación, incluida la gravedad de la enfermedad, sus signos y síntomas y los resultados de las pruebas de laboratorio de ese paciente.
Obtenga más información acerca de la guía de los CDC sobre cuándo permitirle a una persona salir del aislamiento y cuándo dar de alta a pacientes hospitalizados con COVID-19. Si necesita más información acerca de cuándo puede salir del aislamiento en su casa una persona que se enfermó de COVID-19, consulte la Guía interina para la suspensión del aislamiento en la casa de pacientes con COVID-19.
Se considera que la persona a la que se le permite salir del aislamiento no representa un riesgo de infección para los demás."
¿Debería evitar el contacto con mascotas u otros animales si tengo la enfermedad del coronavirus 2019 (COVID-19)?,"Si contrae COVID-19, debería restringir el contacto con las mascotas y otros animales del mismo modo que lo haría con otras personas. Si bien no hubo informes de mascotas que se enfermaron con COVID-19 en los Estados Unidos, igual se recomienda que las personas enfermas con COVID-19 limiten el contacto con animales hasta que se conozca más información acerca del nuevo coronavirus. Si es posible, mientras esté enfermo deje sus mascotas bajo el cuidado de otro familiar. Si contrajo el COVID-19, evite estar en contacto con su mascota y compartir comida, así como también evite las caricias, los arrumacos, los besos o ser lamido. Si está enfermo y tiene que cuidar a su mascota o estar rodeado de animales, lávese las manos antes y después de interactuar con ellos.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"Todavía queda mucho por saber acerca del COVID-19 y cómo se propaga. Se cree que este coronavirus se propaga con mayor frecuencia a través de las gotitas respiratorias. Si bien el virus puede sobrevivir por un período corto en algunas superficies, es poco probable que se propague de productos o recipientes que son trasladados para su envío a lo largo de un período de días o semanas, a temperatura ambiente. Actualmente no hay evidencia que respalde la transmisión del COVID-19 asociada a productos importados y, en los Estados Unidos, no ha habido ningún caso de COVID-19 asociado a productos importados.  Se brindará información a través del sitio web La enfermedad del coronavirus 2019 (COVID-19)  a medida que esté disponible."
¿Es seguro adoptar una mascota de un refugio?,"No hay motivos para pensar que los animales, incluidas las mascotas de refugios, en los Estados Unidos podrían ser una fuente de COVID-19.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,Consulte con su escuela para saber si continuarán con los servicios de comidas durante la suspensión de clases. Muchas escuelas están manteniendo abiertos sus establecimientos para permitir que las familias recojan comidas o están entregando comidas para llevar en una ubicación central.
¿Qué pasa con los animales o los productos animales importados?,"Los CDC no tienen ninguna evidencia que indique que los animales o los productos animales importados representen un riesgo de propagación del COVID-19 en los Estados Unidos.  Esta es una situación que cambia rápidamente y la información se actualizará a medida que esté disponible. Los Centros para el Control y la Prevención de Enfermedades (CDC) de los EE. UU., el Departamento de Agricultura de los EE. UU. (USDA) y el Servicio Federal de Pesca y Vida Silvestre (FWS) de los EE. UU. cumplen funciones diferentes, pero complementarias, en cuanto a la reglamentación de la importación de animales vivos y productos animales a los Estados Unidos.  Los CDC regulan los animales y productos de origen animal que ponen en riesgo la salud humana, la USDA regulaícono de sitio externoícono de sitio externo los animales y productos de origen animal que ponen en riesgo la agricultura, y el FWS regulaícono de sitio externoícono de sitio externo la importación de especies y vida silvestre en peligro de extinción que podrían ocasionar daños a la salud y el bienestar de los seres humanos, los intereses de los sectores agrícolas, de horticultura y forestales y el bienestar y supervivencia de los recursos de vida silvestre.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"La propagación en la comunidad significa que las personas han sido infectadas por el virus en un área, incluidas algunas personas que no saben con certeza cómo ni dónde se infectaron."
¿Puedo viajar a los Estados Unidos con perros o importar perros a este país durante el brote de COVID-19?,"Consulte los requisitos de los CDC para traer a un perro a los Estados Unidos. Los requisitos de vacunación contra la rabia  actuales se aplican a los perros importados de China, un país que tiene un alto riesgo de rabia.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,"Todavía no se sabe si el clima y la temperatura inciden en la propagación del COVID-19. Algunos otros virus, como los que causan el resfriado común o la influenza (gripe), se propagan más en los meses de clima frío, pero eso no significa que sea imposible enfermarse a causa de estos virus durante otros meses.  Hay mucho más que aprender acerca de la transmisibilidad, gravedad y otras características asociadas al COVID-19, y las investigaciones están en curso."
"¿Qué precauciones deberían tomarse para los animales que han sido importados recientemente desde fuera de los Estados Unidos (por ejemplo, por refugios, grupos de rescate o como mascotas personales)?","Los animales importados deben reunir los CDC y USDAícono de sitio externoícono de sitio externo requisitos de ingreso a los Estados Unidos. En este momento, no hay evidencias que demuestren que los animales domésticos, incluidas las mascotas y animales de servicio, puedan propagar el COVID-19. Al igual que con cualquier animal que se introduce en un nuevo entorno, los animales importados recientemente deberían estar bajo observación diaria para detectar signos de enfermedad. Si un animal se enferma, debería ser examinado por un veterinario. Llame a su clínica veterinaria local antes de acudir con su animal e infórmeles que trajo a su animal recientemente del extranjero.
Esta es una situación que cambia rápidamente y la información se actualizará a medida que esté disponible.",https://espanol.cdc.gov/enes/coronavirus/2019-ncov/faq.html,spanish,CDC,Frequently Asked Questions,Las personas pueden combatir el estigma si cada vez que que presencian una situación de estigmatización intervienen brindando apoyo social. El estigma afecta la salud mental o emocional de los grupos estigmatizados y de las comunidades en las que viven. Detener el estigma es importante para hacer que las comunidades y los miembros de la comunidad sean resilientes. Vea los recursos sobre salud mental y cómo sobrellevar la situación durante el brote de COVID-19. Todas las personas pueden ayudar a evitar el estigma relacionado con el COVID-19 si conocen los datos y los difunden entre otras personas de sus comunidades.
Chủng vi-rút corona mới là gì?,"Vi-rút corona mới là loại vi-rút corona mới chưa từng được phát hiện trước đây. Vi-rút gây ra bệnh vi-rút corona 2019 (COVID-19), không cùng loại vi-rút corona thường lan truyền ở người và gây ra bệnh nhẹ, giống như cảm lạnh thông thường.
Chẩn đoán với vi-rút corona 229E, NL63, OC43, hoặc HKU1 không giống với chẩn đoán COVID-19. Bệnh nhân mắc COVID-19 sẽ được đánh giá và chăm sóc khác với các bệnh nhân được chẩn đoán mắc vi-rút corona thông thường.",https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Việc dùng xét nghiệm chẩn đoán do CDC phát triển, kết quả âm tính nghĩa là không tìm thấy vi-rút gây ra COVID-19 trong mẫu xét nghiệm của người đó. Trong các giai đoạn lây nhiễm sớm, có thể sẽ không phát hiện thấy vi-rút.
Đối với COVID-19, kết quả xét nghiệm âm tính cho mẫu bệnh phẩm thu thập khi người đó có các triệu chứng có thể đồng nghĩa với việc vi-rút COVID-19 không gây ra bệnh hiện tại của họ."
"Tại sao bệnh này lại được gọi là bệnh vi-rút corona 2019, COVID-19?","Vào ngày 11 tháng 2 năm 2020 Tổ chức Y tế Thế giới đã thông báo tên chính thức của căn bệnh gây ra sự bùng phát vi-rút corona mới 2019, được phát hiện lần đầu tại Vũ Hán, Trung Quốc. Tên mới của bệnh này là bệnh vi-rút corona 2019, viết tắt là COVID-19. Trong chữ COVID-19, 'CO' viết tắt của từ 'corona,' 'VI' viết tắt của từ 'vi-rút,' và 'D' là bệnh. Trước đó, căn bệnh này được gọi là ""vi-rút corona mới 2019"" hoặc ""nCoV-2019"".
Có nhiều loại vi-rút corona ở người bao gồm một số loại thường gây ra các bệnh đường hô hấp trên nhẹ. COVID-19 là căn bệnh mới, do vi-rút corona mới gây ra, loại này trước đây chưa từng thấy ở người. Tên của bệnh này đã được chọn theo phương pháp thực hành tốt nhấtbiểu tượng bên ngoàibiểu tượng bên ngoài của Tổ chức Y tế Thế giới (WHO) cho việc đặt tên cho các bệnh truyền nhiễm mới ở người.",https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Vi-rút gây ra COVID-19 được cho là lây lan chủ yếu từ người sang người, chủ yếu thông qua các giọt bắn từ đường hô hấp được tạo ra khi người nhiễm bệnh ho hoặc hắt hơi. Những giọt bắn này có thể vương vào miệng hoặc mũi của những người ở gần đó hoặc có thể bị hít vào phổi. Sự lây lan có nhiều khả năng khi mọi người tiếp xúc gần với nhau (trong khoảng 6 feet hoặc 2 mét).
COVID-19 dường như lây lan dễ dàng và kéo dài trong cộng đồng (""lây lan trong cộng đồng"") tại&nbspnhiều khu vực địa lý bị ảnh hưởng. Lây lan trong cộng đồng nghĩa là mọi người bị lây nhiễm vi-rút trong một khu vực, bao gồm cả một số đối tượng không biết rõ họ đã bị lây nhiễm ở đâu và bằng cách nào.
Tìm hiểu những gì đã biết về sự lây lan của vi-rút corona mới xuất hiện."
Tại sao một ai đó có thể đổ lỗi hoặc tránh những cá nhân hoặc nhóm nào đó (gây kỳ thị) vì COVID-19?,"Người dân Hoa Kỳ có thể lo lắng hoặc cảm thấy bất an về bạn bè và người thân đang sinh sống hoặc tới thăm khu vực đang lây lan COVID-19. Một số người lo lắng về việc mắc bệnh từ những người này. Sợ hãi và lo lắng có thể dẫn đến sự kỳ thị xã hội, ví dụ, đối với những người sống ở một số vùng nhất định trên thế giới, những người đã đi du lịch quốc tế, những người đã từng bị cách ly hoặc các chuyên gia chăm sóc sức khỏe.
Kỳ thị là sự phân biệt đối xử đối với nhóm người, một địa điểm hoặc một quốc gia có thể xác định được. Sự kỳ thị liên quan tới việc thiếu kiến thức về cách lây lan của COVID-19, nhu cầu đổ lỗi cho một ai đó, nỗi sợ hãi về căn bệnh và sự chết chóc cũng như tin đồn lan truyền về những điều vô căn cứ, không có thật.
Sự kỳ thị làm tổn thương tất cả mọi người bằng cách tạo thêm sự sợ hãi hoặc tức giận đối với người bình thường thay vì tập trung vào bệnh đang gây ra vấn đề.",https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Tại thời điểm này, không có bằng chứng nào cho thấy vi-rút gây ra COVID-19 có thể lây sang người từ da hoặc lông của thú cưng.
Nói chuyện với bác sĩ thú y về những cách tốt nhất để chăm sóc thú cưng của quý vị."
Làm cách nào để mọi người có thể chặn đứng kỳ thị liên quan tới COVID-19?,Mọi người có thể chống lại sự kỳ thị bằng cách có sự hỗ trợ xã hội trong các tình huống mà quý vị nhận thấy điều này đang xảy ra. Sự kỳ thị ảnh hưởng đến sức khỏe tâm thần hoặc cảm xúc của các nhóm người bị kỳ thị và cộng đồng mà họ sống ở đó. Ngăn chặn sự kỳ thị là rất quan trọng để giúp cho cộng đồng và các thành viên trong cộng đồng có khả năng vượt qua. Xem thông tin về sức khỏe tâm thần và cách ứng phó trong khi diễn ra COVID-19. Mọi người đều có thể giúp ngăn chặn sự kỳ thị liên quan đến COVID-19 bằng việc biết sự thật và chia sẻ sự thật với những người khác trong cộng đồng.,https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Rửa tay là một trong những cách tốt nhất để bảo vệ bản thân và gia đình tránh mắc bệnh. Rửa tay thường xuyên bằng xà phòng và nước trong ít nhất 20 giây, đặc biệt là sau khi xì mũi, ho hoặc hắt hơi; sau khi vào phòng vệ sinh; và trước khi ăn hoặc chuẩn bị thức ăn. Nếu xà phòng và nước không có sẵn, hãy sử dụng dung dịch sát trùng tay chứa cồn có độ cồn ít nhất là 60%."
Vì sao số ca bệnh COVID-19 ở một số tiểu bang đôi khi khác với thông tin được đăng trên trang web của CDC?,Tổng số ca bệnh của CDC được kiểm chứng thông qua quy trình xác nhận với các khu vực phân quyền. Quy trình được sử dụng để tìm và xác nhận các ca bệnh được hiển thị ở những nơi khác nhau có thể khác nhau.,https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"

Giữ liên lạc với trường học của con em quý vị.

Nhiều trường học đang cung cấp các bài giảng trực tuyến (học trong môi trường ảo). Xem xét bài tập từ trường học và giúp con của quý vị thiết lập nhịp độ hoàn thành bài tập một cách hợp lý. Quý vị có thể cần trợ giúp con của mình bằng cách bật thiết bị, đọc hướng dẫn và gõ nhập các câu trả lời.
Trao đổi về các khó khăn với trường học của quý vị. Nếu quý vị gặp phải trục trặc về công nghệ hoặc kết nối, hay nếu con quý vị đang gặp khó khăn trong việc hoàn thành bài tập, hãy thông báo để trường học biết về điều đó.


Tạo lịch học và thói quen học tập ở nhà, nhưng vẫn linh hoạt.

Đi ngủ cùng một giờ, và thức dậy cùng thời điểm, từ thứ Hai đến thứ Sáu.
Phân bổ thời gian trong ngày cho việc học tập, vui chơi, các bữa ăn lành mạnh, đồ ăn vặt và hoạt động thể chất.
Thời gian biểu có thể linh hoạt, quý vị có thể điều chỉnh tùy theo tình hình trong ngày.


Xem xét các nhu cầu và điều chỉnh cần thiết cho nhóm tuổi của con quý vị.

Chuyển tiếp sang ở nhà đối với trẻ mẫu giáo, học sinh tiểu học, K-5, ​​​​​​​trung học sẽ khác nhau. Hãy trò chuyện với con của quý vị về những kỳ vọng và cách chúng điều chỉnh khi ở nhà so với ở trường học.
Cân nhắc các cách mà con của quý vị có thể giữ kết nối với bạn bè mà không dành thời gian trực tiếp bên nhau.


Tìm cách giúp việc học tập trở nên thú vị hơn.

Có các hoạt động thực hành như câu đố, vẽ tranh, vẽ và tạo đồ vật.
Vui chơi độc lập cũng có thể được áp dụng thay cho việc học tập theo cấu trúc thông thường. Khuyến khích  trẻ con dựng pháo đài từ ga trải giường hay thực hành đếm bằng cách xếp chồng các hình khối.
Luyện tập viết tay và ngữ pháp bằng cách viết thư cho các thành viên trong gia đình. Đây là một cách tuyệt vời để kết nối và hạn chế tiếp xúc trực tiếp.
Bắt đầu viết nhật ký với con của quý vị để ghi lại thời gian này và thảo luận về trải nghiệm chung.
Dùng sách âm thanh hoặc xem liệu thư viện địa phương có tổ chức các sự kiện đọc sách phát trực tiếp hoặc trên môi trường ảo không.



"
Số ca bệnh COVID-19 của CDC so sánh như thế nào với số ca bệnh do Tổ chức Y tế Thế giới (WHO) hoặc Johns Hopkins cung cấp?,"Số ca bệnh COVID-19 của CDC bao gồm nhiều số được báo cáo công khai, bao gồm thông tin từ các đối tác tiểu bang, địa phương, vùng lãnh thổ, quốc tế và bên ngoài.",https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Làm sạch và khử trùng các bề mặt thường xuyên chạm vào như bàn, tay nắm cửa, công tắc đèn, các bề mặt, tay cầm, bàn làm việc, điện thoại, bàn phím, nhà vệ sinh, vòi và bồn rửa.  Nếu bề mặt bị bẩn, hãy làm sạch bằng chất tẩy rửa hoặc xà phòng và nước trước khi khử trùng. Để khử trùng, hầu hết các chất khử trùng dùng cho gia đình đã có đăng ký EPA đều có tác dụng. Xem khuyến nghị của CDC về việc làm sạch và khử trùng trong gia đình."
Tại sao số ca bệnh vào những ngày trước tăng?,"Sự chậm trễ trong báo cáo có thể khiến số ca bệnh COVID-19 được báo cáo vào những ngày trước tăng lên. (Đôi khi hiệu ứng này được mô tả là ""san lấp"".) Các sở y tế tiểu bang, địa phương và vùng lãnh thổ báo cáo số ca bệnh đã được xác nhận và chia sẻ dữ liệu này với CDC. Vì phải mất thời gian để thực hiện xét nghiệm trong phòng thí nghiệm, số ca bệnh từ ngày hôm trước có thể được cộng vào số ca bệnh hàng ngày trễ vài ngày sau đó.",https://vietnamese.cdc.gov/coronavirus/2019-ncov/faq.html,vietnamese,CDC,Frequently Asked Questions,"Vẫn còn rất nhiều điều chưa biết về COVID-19 và cách lây lan của vi-rút. Vi-rút corona này được cho là lây lan thường xuyên nhất bởi các giọt bắn từ đường hô hấp. Mặc dù vi-rút có thể tồn tại trong một thời gian ngắn trên một số bề mặt, nhưng vi-rút ít có khả năng lây lan từ các sản phẩm hoặc bao bì được vận chuyển trong một vài ngày hoặc vài tuần ở nhiệt độ môi trường. Hiện chưa có bằng chứng nào cho thấy việc lây truyền COVID-19 có liên quan tới hàng hóa nhập khẩu và chưa có trường hợp nào mắc COVID-19 tại Hoa Kỳ có liên quan tới hàng hóa nhập khẩu. Thông tin sẽ được cung cấp trên trang web Bệnh vi-rút corona 2019 (COVID-19) khi có sẵn."
